Organization,Organization Name URL,Categories,Headquarters,Regions,Founded,Date_Period,ExitDate,ExitDatePrecision,LastFundingDate,LastFundingAmount,LastFundingAmountCurrency,LastFundingAmountUSD,LastFundingType,LastEquityFundingAmount,LastEquityFundingAmountCurrency,LastEquityFundingAmountUSD,FundingStatus,Top5Investors,NumberInvestors
Sepio Systems,https://www.crunchbase.com/organization/sepio-systems,"Cyber Security, Information Technology, Network Security, SaaS, Software, Supply Chain Management","Gaithersburg, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",2016-04-01,month,,,2019-03-27,,,,Series B,,,,Early Stage Venture,"EDP Ventures, Mindset Ventures, PICO Venture Partners, Pico Ventures, Plug and Play",5
Cynch Security,https://www.crunchbase.com/organization/cynch-security,"Cyber Security, Information Technology","Docklands, Victoria, Australia","Asia-Pacific (APAC), Australasia",2017-05-15,day,,,2018-12-05,50000,AUD,36323,Pre-Seed,50000,AUD,36323,Seed,CyRise,1
Jiexing Xinyuan Information Technology,https://www.crunchbase.com/organization/jiexing-xinyuan-information-technology,"Information Technology, Internet, Mobile, Network Security","Beijing, Beijing, China",Asia-Pacific (APAC),,,,,2018-11-07,72300000,USD,72300000,Venture - Series Unknown,72300000,USD,72300000,,Hefei High Tech Industry Investment,1
Raven Spatial,https://www.crunchbase.com/organization/raven-spatial,"Analytics, Cyber Security, Drones, Hardware, Image Recognition, Information Technology, Mobile Apps, Photo Sharing, Software","Tampa, Florida, United States","Tampa Bay Area, East Coast, Southern US",2018-04-20,day,,,2018-12-12,11000,USD,11000,Pre-Seed,11000,USD,11000,Seed,,
Unreal AI,https://www.crunchbase.com/organization/unreal-ai,"Artificial Intelligence, Biometrics, Information Technology, Security","New Delhi, Delhi, India",Asia-Pacific (APAC),2018-06-29,day,,,2019-03-15,20000,USD,20000,Pre-Seed,20000,USD,20000,Seed,Zeroth.AI,1
Angee Technologies Ltd.,https://www.crunchbase.com/organization/angee,"Consumer Electronics, Hardware, Internet of Things, Security, Smart Home","London, England, United Kingdom",European Union (EU),2015-06-01,month,,,2018-12-17,1158020,GBP,1460796,Equity Crowdfunding,1158020,GBP,1460796,,,
IOTwitt Inc,https://www.crunchbase.com/organization/iotwitt-inc,"Cyber Security, Information and Communications Technology (ICT), Network Security","Honolulu, Hawaii, United States","Asia-Pacific (APAC), Western US",2017-01-05,day,,,2018-09-18,15000,GBP,19750,Undisclosed,15000,GBP,19750,,"CyLon, Dubai Future Accelerators, XLR8UH",3
Proxess,https://www.crunchbase.com/organization/proxess,"Homeland Security, Security","Castle Rock, Colorado, United States","Greater Denver Area, Western US",2015-01-01,year,,,2018-09-07,896519,USD,896519,Seed,896519,USD,896519,Seed,,
Stagira,https://www.crunchbase.com/organization/stagira,"Computer, Information Technology, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-01-01,year,,,2018-09-24,20000,USD,20000,Pre-Seed,20000,USD,20000,Seed,ICONYC labs,1
Reblaze,https://www.crunchbase.com/organization/reblaze,"Cloud Security, Cyber Security, Security","Tel Aviv, Tel Aviv, Israel",,2011-05-12,day,,,2018-09-01,,,,Undisclosed,,,,,"Data Point Capital, JAL Ventures, SixThirty CYBER, Sonae IM",4
Cognitive Big Data Systems,https://www.crunchbase.com/organization/cognitive-big-data-systems,"Artificial Intelligence, Cyber Security, Information Technology, Robotics, Video","Pensacola, Florida, United States","East Coast, Southern US",2015-01-01,year,,,2019-01-31,37500,EUR,42930,Grant,,,,,Space3ac,1
AuthMetrik,https://www.crunchbase.com/organization/authmetrik,"B2B, Biometrics, Cyber Security, Fraud Detection, SaaS, Security","Gurgaon, Haryana, India",Asia-Pacific (APAC),2018-02-01,month,,,2018-12-20,10000,USD,10000,Grant,,,,,,
LEXEL,https://www.crunchbase.com/organization/lexel,Security,"Beijing, Beijing, China",Asia-Pacific (APAC),,,,,2018-07-24,100000000,CNY,14724287,Corporate Round,100000000,CNY,14724287,,"Creation Capital, Evolution Media Capital (EMC), Jidian Fund, Juhe Capital, Lianshang Ziben",5
Black Diamond Security,https://www.crunchbase.com/organization/black-diamond-security,"Public Safety, Security","Armthorpe, Doncaster, United Kingdom",European Union (EU),2010-01-01,year,,,2018-07-12,125000,GBP,164732,Debt Financing,,,,,NPIF–Mercia Debt Finance,1
Grid7,https://www.crunchbase.com/organization/grid7,"Blockchain, Cyber Security, Energy","Boulder, Colorado, United States","Greater Denver Area, Western US",,,,,2018-07-20,1000000,USD,1000000,Grant,,,,,US Department of Energy,1
Winston Privacy,https://www.crunchbase.com/organization/winston-privacy,"Communication Hardware, Cyber Security, Embedded Systems, Internet of Things, Network Hardware, Privacy","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2018-01-01,month,,,2018-07-17,,,,Seed,,,,Seed,"Connetic Ventures, Founder Equity Fund, Grant Newlin, M25, New Stack Ventures",5
John Wick Security,https://www.crunchbase.com/organization/john-wick-security,"Blockchain, Security","Beijing, Beijing, China",Asia-Pacific (APAC),2018-01-01,year,,,2018-08-23,2924190,USD,2924190,Angel,2924190,USD,2924190,Seed,,
Lightspeed Systems,https://www.crunchbase.com/organization/lightspeed-systems,"Mobile Devices, Network Security, Software","Austin, Texas, United States",Southern US,1999-01-01,year,,,2019-03-29,,,,Private Equity,,,,Private Equity,Madison Dearborn Partners,1
HackHunter,https://www.crunchbase.com/organization/hackhunter,"Cyber Security, Hardware, Software","Docklands, Victoria, Australia","Asia-Pacific (APAC), Australasia",2018-03-01,day,,,2018-12-05,50000,AUD,36323,Pre-Seed,50000,AUD,36323,Seed,CyRise,1
Arteevo Technologies,https://www.crunchbase.com/organization/arteevo-technologies,"Cloud Computing, Email, Information Technology, Internet, Messaging, Security, Software","Tel Aviv, Tel Aviv, Israel",,,,,,2018-12-01,71429,EUR,80864,Grant,,,,,EASME - EU Executive Agency for SMEs,1
Calypso AI,https://www.crunchbase.com/organization/calypso-ai,"Artificial Intelligence, Cyber Security, Information Technology","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,year,,,2019-04-19,,,,Seed,,,,Seed,Kairos,1
AppSecTest,https://www.crunchbase.com/organization/appsectest-asanalyzer,"Developer Platform, Mobile, Security","Peterborough, Peterborough, United Kingdom",European Union (EU),2015-06-12,day,,,2018-07-05,300000,GBP,396660,Series A,300000,GBP,396660,Early Stage Venture,Keywords Ventures (KWV),1
Firmex,https://www.crunchbase.com/organization/firmex,"Cyber Security, FinTech, Legal, SaaS, Software","Toronto, Ontario, Canada",Great Lakes,2006-10-01,day,,,2019-02-05,,,,Private Equity,,,,Private Equity,Klass Capital,1
Insignary,https://www.crunchbase.com/organization/insignary,"Information Technology, Open Source, Security, Supply Chain Management","Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),2016-01-01,year,,,2018-08-20,,,,Corporate Round,,,,,"BearingPoint, Mega Investment, SGI Venture Capital",3
Torsion Information Security,https://www.crunchbase.com/organization/torsion-information-security,"Cyber Security, Enterprise Software","London, England, United Kingdom",European Union (EU),2016-01-01,day,,,2019-01-30,200000,GBP,262324,Seed,200000,GBP,262324,Seed,"Boundary Capital Partners LLP, CyLon, Innovation Warehouse, Startup Funding Club",4
Dekko Secure,https://www.crunchbase.com/organization/dekko-secure,"Information Services, Security","Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",2013-11-01,day,,,2018-12-05,50000,AUD,36323,Seed,50000,AUD,36323,Seed,CyRise,1
RD17,https://www.crunchbase.com/organization/rd17,"Information Technology, Security, Software","Moscow, Moscow City, Russian Federation",,2016-01-01,year,,,2018-09-01,2500000,RUB,37028,Seed,2500000,RUB,37028,Seed,Internet Initiatives Development Fund (IIDF),1
Everykey,https://www.crunchbase.com/organization/everykey,"Consumer Electronics, Consumer Software, Cyber Security, Security","Cleveland, Ohio, United States","Great Lakes, Midwestern US",2015-05-28,day,,,2019-03-07,,,,Venture - Series Unknown,,,,,"IncWell, Innovation Fund Northeast Ohio, North Coast Opportunities Technology Fund, Sparkland Capital",4
Pacific Northwest National Laboratory,https://www.crunchbase.com/organization/pacific-northwest-national-laboratory,"Biomass Energy, Energy, Government, Product Research, Security","Richland, Washington, United States","West Coast, Western US",1965-01-01,year,,,2018-07-16,,,,Grant,,,,,US Department of Energy,1
Banyan,https://www.crunchbase.com/organization/banyanops,"Analytics, Computer, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-06-01,day,,,2018-08-01,,,,Seed,,,,Seed,"Bogomil Balkansky, DHVC, StartX (Stanford-StartX Fund), Unusual Ventures",4
KORK,https://www.crunchbase.com/organization/kork,"Apps, Artificial Intelligence, Blockchain, Cloud Data Services, Data Integration, Data Mining, Data Storage, Database, Developer APIs, Digital Marketing, Geospatial, Market Research, Marketing, Marketplace, Mobile Advertising, Mobile Apps, Personal Finance, Personalization, Privacy, Private Social Networking, Security","Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",2017-10-22,day,,,2018-07-23,,,,Seed,,,,Seed,Stoic Capital,1
Panopta,https://www.crunchbase.com/organization/panopta,"Information Technology, Network Security, Web Hosting","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2007-09-01,day,,,2018-11-15,,,,Venture - Series Unknown,,,,,"Five Elms Capital, Lighter Capital",2
Offensive Security,https://www.crunchbase.com/organization/offensive-security,"Cyber Security, Information Technology, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,,,2018-09-04,,,,Private Equity,,,,Private Equity,"Spectrum Equity, TenEleven Ventures",2
Numbers,https://www.crunchbase.com/organization/numbers-5de4,"Artificial Intelligence, Big Data, Machine Learning, Security","Benin City, Edo, Nigeria",,2018-10-25,day,,,2018-12-02,3424,USD,3424,Pre-Seed,3424,USD,3424,Seed,,
Watchful,https://www.crunchbase.com/organization/watchful-io,"Big Data, Cyber Security, Infrastructure, Real Time, Text Analytics","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-11-01,month,,,2018-07-12,,,,Convertible Note,,,,,ff Venture Capital,1
Blockchain HELIX AG,https://www.crunchbase.com/organization/blockchain-helix-ag,"Bitcoin, Cryptocurrency, Cyber Security, FinTech, Human Computer Interaction, Identity Management, Information Technology","Frankfurt, Hessen, Germany",European Union (EU),2016-03-01,month,,,2019-05-07,,,,Venture - Series Unknown,,,,,FinLab,1
Jonga,https://www.crunchbase.com/organization/jonga,"Information Technology, Security","Cape Town, NA - South Africa, South Africa",,,,,,2018-12-07,654000,ZAR,46172,Grant,,,,,Technology Innovation Agency,1
Acceptto,https://www.crunchbase.com/organization/acceptto-corporation,"Cyber Security, Network Security, Software","Portland, Oregon, United States","West Coast, Western US",2013-01-01,year,,,2018-11-28,,,,Series A,,,,Early Stage Venture,Celeres Investments,1
Chekk,https://www.crunchbase.com/organization/chekk,"Blockchain, Information Technology, Security","Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),,,,,2019-04-11,,,,Seed,,,,Seed,"MOX, SOSV",2
Doordeck,https://www.crunchbase.com/organization/doordeck,"Artificial Intelligence, Cloud Infrastructure, Communication Hardware, Internet of Things, Mobile, SaaS, Security","London, England, United Kingdom",European Union (EU),2015-03-10,day,,,2018-11-01,,,,Angel,,,,Seed,"Startup Funding Club, Startupbootcamp",2
Awen Collective Ltd,https://www.crunchbase.com/organization/awen-collective-ltd,"Cyber Security, Data Visualization, Industrial, Risk Management","Cardiff, Cardiff, United Kingdom",European Union (EU),2017-09-25,day,,,2019-05-28,,,,Seed,,,,Seed,"Development Bank of Wales, Ian Merricks, Inspire Growth Wales, Startup Funding Club",4
GitGuardian,https://www.crunchbase.com/organization/gitguardian,"Cloud Security, Computer, Cyber Security, Software","Paris, Ile-de-France, France",European Union (EU),2017-11-01,month,,,2018-08-01,,,,Seed,,,,Seed,Fly Ventures,1
HASH,https://www.crunchbase.com/organization/hash-2,"Artificial Intelligence, Business Intelligence, Data Integration, Data Visualization, Machine Learning, Security, Simulation","Manhattan, New York, United States","Greater New York Area, East Coast, Northeastern US",2019-01-01,month,,,2019-01-01,,,,Seed,,,,Seed,"Joel Spolsky, Soho Strategy",2
Panther Labs,https://www.crunchbase.com/organization/panther-labs,"Cloud Security, Cyber Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-08-01,month,,,2018-11-14,,,,Seed,,,,Seed,S28 Capital,1
Origo Network,https://www.crunchbase.com/organization/origo-network,"Blockchain, Cyber Security, Privacy, Security","Newark, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,,,2018-08-07,,,,Venture - Series Unknown,,,,,"Connect Capital, Consensus Lab, Nirvana Capital",3
Secure AI Labs,https://www.crunchbase.com/organization/secure-ai-labs,"Analytics, Artificial Intelligence, Computer, Information Technology, Machine Learning, Network Security, Privacy","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",2017-01-01,year,,,2018-09-08,,,,Non-equity Assistance,,,,,MIT delta v,1
Base Operations,https://www.crunchbase.com/organization/base-operations,"Big Data, Information Technology, Security, Software, Travel","Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",2018-04-01,month,,,2018-10-01,,,,Seed,,,,Seed,"Glasswing Ventures, Good Growth Capital, Magma Partners, Techstars, Vela Partners",5
AUTHADA,https://www.crunchbase.com/organization/authada-gmbh,"Cyber Security, E-Commerce, Telecommunications","Darmstadt, Hessen, Germany",European Union (EU),2015-01-01,year,,,2018-08-21,,,,Venture - Series Unknown,,,,,"FinLab, Main Incubator",2
RIPS Technologies,https://www.crunchbase.com/organization/rips-technologies,"B2B, Cyber Security, Developer Tools, Enterprise Applications, Enterprise Software, Information Technology, Security, Software, Web Apps, Web Development","Bochum, Nordrhein-Westfalen, Germany",European Union (EU),2016-01-01,year,,,2018-10-02,,,,Series A,,,,Early Stage Venture,eCAPITAL entrepreneurial Partners AG,1
Cyber Intelligence House,https://www.crunchbase.com/organization/cyber-intelligence-house,"Analytics, Artificial Intelligence, Cyber Security, Information Technology, Machine Learning, Real Time","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2015-01-01,year,,,2018-12-10,,,,Seed,,,,Seed,Wavemaker Partners,1
Tenta Browser,https://www.crunchbase.com/organization/tenta-browser,"Cyber Security, Internet, Privacy, Security, Web Browsers","Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",2016-04-08,day,,,2019-01-17,,,,Seed,,,,Seed,ConsenSys Ventures,1
Kognition,https://www.crunchbase.com/organization/kognition,"Artificial Intelligence, Blockchain, Cyber Security, Enterprise Software, Internet of Things, Physical Security, Smart Building, Smart Cities","Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",2017-01-01,year,,,2018-07-09,,,,Seed,,,,Seed,"Alumni Ventures Group, AVG First Check Fund, Ben Franklin Technology Partners of Southeastern Pennsylvania, Dreamit Ventures",4
Levl Technologies,https://www.crunchbase.com/organization/levl-technologies,"Cyber Security, Information Technology, Internet of Things, Security, Sensor","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2016-01-01,year,,,2019-01-01,,,,Seed,,,,Seed,Ubiquity Ventures,1
PacketStream,https://www.crunchbase.com/organization/packetstream-a5dd,"Business Intelligence, Peer to Peer, Privacy, SaaS, Security, Software","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-01-01,year,,,2019-03-25,,,,Seed,,,,Seed,"Bell Standard, Hector Sahagun, Rogelio Choy",3
WebARX,https://www.crunchbase.com/organization/webarx,Cyber Security,"London, England, United Kingdom",European Union (EU),2017-09-13,day,,,2019-04-02,,,,Series A,,,,Early Stage Venture,"Agrello, CyLon, LIFT99, Open Data Security, Thorgate Ventures",5
